name	CBI
NCU08998T0	0.345
NCU08999T0	0.184
NCU09000T0	0.243
NCU09001T0	0.24
NCU09002T0	0.526
NCU09004T0	0.439
NCU09007T0	0.159
NCU09010T0	0.072
NCU09012T0	0.327
NCU09014T0	0.316
NCU09020T0	0.33
NCU09024T0	0.217
NCU09025T0	0.197
NCU09030T0	0.118
NCU09032T0	0.247
NCU09035T0	0.148
NCU09040T0	0.752
NCU09041T0	0.475
NCU09043T0	0.366
NCU09045T0	0.038
NCU09048T0	0.302
NCU09049T0	0.434
NCU09056T0	0.261
NCU09057T0	0.548
NCU09058T0	0.416
NCU09063T0	0.295
NCU09065T0	0.182
NCU09068T0	0.171
NCU09071T0	0.305
NCU09076T0	0.652
NCU09078T0	0.221
NCU09079T0	0.106
NCU09088T0	0.276
NCU09089T0	0.798
NCU09090T0	0.248
NCU09091T0	0.269
NCU09095T0	0.042
NCU09097T0	0.123
NCU09098T0	0.386
NCU09101T0	0.415
NCU09104T0	0.195
NCU09106T0	0.176
NCU09108T0	0.111
NCU09109T0	0.634
NCU09111T0	0.384
NCU09112T0	0.113
NCU09116T0	0.26
NCU09117T0	0.162
NCU09118T0	0.346
NCU09119T0	0.691
NCU09121T0	0.133
NCU09123T0	0.349
NCU09128T0	0.131
NCU09130T0	0.055
NCU09131T0	0.36
NCU09132T0	0.54
NCU09135T0	0.173
NCU09138T0	0.443
NCU09139T0	0.183
NCU09141T0	0.268
NCU09142T0	0.141
NCU09143T0	0.535
NCU09161T0	0.109
NCU09162T0	0.119
NCU09169T0	0.429
NCU09174T0	0.222
NCU09176T0	0.17
NCU09182T0	0.217
NCU09191T0	0.255
NCU09194T0	0.336
NCU09202T0	0.268
NCU09203T0	0.281
NCU09209T0	0.407
NCU09210T0	0.305
NCU09212T0	0.231
NCU09216T0	0.121
NCU09217T0	0.252
NCU09219T0	0.189
NCU09220T0	0.237
NCU09223T0	0.635
NCU09227T0	0.301
NCU09228T0	0.468
NCU09230T0	0.605
NCU09233T0	0.331
NCU09235T0	0.122
NCU09237T0	0.45
NCU09239T0	0.46
NCU09241T0	0.144
NCU09243T0	0.262
NCU09248T0	0.168
NCU09249T0	0.374
NCU09254T0	0.233
NCU09255T0	0.203
NCU09258T0	0.264
NCU09259T0	0.31
NCU09264T0	0.294
NCU09265T0	0.666
NCU09266T0	0.473
NCU09267T0	0.297
NCU09269T0	0.757
NCU09283T0	0.14
NCU09285T0	0.73
NCU09288T0	0.135
NCU09290T0	0.259
NCU09291T0	0.161
NCU09297T0	0.332
NCU09299T0	0.469
NCU09300T0	0.219
NCU09301T0	0.172
NCU09302T0	0.234
NCU09303T0	0.283
NCU09306T0	0.178
NCU09309T0	0.364
NCU09311T0	0.385
NCU09312T0	0.114
NCU09313T0	0.298
NCU09317T0	0.194
NCU09319T0	0.196
NCU09320T0	0.566
NCU09322T0	0.131
NCU09324T0	0.258
NCU09327T0	0.228
NCU09331T0	0.584
NCU09332T0	0.363
NCU09335T0	0.152
NCU09343T0	0.276
NCU09345T0	0.504
NCU09347T0	0.269
NCU09352T0	0.38
NCU09354T0	0.158
NCU09355T0	0.326
NCU09356T0	0.238
NCU09357T0	0.142
NCU09362T0	0.067
NCU09366T0	0.344
NCU09367T0	0.15
NCU09370T0	0.082
NCU09371T0	0.355
NCU09376T0	0.04
NCU09377T0	0.18
NCU09380T0	0.407
NCU09381T0	0.154
NCU09388T0	0.124
NCU09401T0	0.253
NCU09403T0	0.519
NCU09409T0	0.275
NCU09420T0	0.256
NCU09425T0	0.365
NCU09428T0	-0.026
NCU09429T0	0.352
NCU09432T0	0.288
NCU09435T0	0.273
NCU09438T0	0.378
NCU09442T0	0.532
NCU09447T0	0.299
NCU09449T0	0.149
NCU09450T0	0.433
NCU09460T0	0.408
NCU09462T0	0.271
NCU09463T0	0.728
NCU09466T0	0.214
NCU09468T0	0.684
NCU09469T0	0.251
NCU09473T0	0.37
NCU09475T0	0.738
NCU09476T0	0.755
NCU09477T0	0.8
NCU09481T0	0.131
NCU09482T0	0.036
NCU09483T0	0.397
NCU09485T0	0.468
NCU09496T0	0.151
NCU09500T0	0.106
NCU09502T0	0.164
NCU09504T0	0.135
NCU09505T0	0.199
NCU09510T0	0.214
NCU09513T0	0.251
NCU09516T0	0.264
NCU09517T0	0.217
NCU09519T0	0.207
NCU09521T0	0.567
NCU09532T0	0.269
NCU09533T0	0.36
NCU09534T0	0.311
NCU09535T0	0.281
NCU09536T0	0.231
NCU09537T0	0.282
NCU09538T0	0.289
NCU09540T0	0.231
NCU09542T0	0.229
NCU09543T0	0.451
NCU09544T0	0.29
NCU09545T0	0.351
NCU09546T0	0.303
NCU09547T0	0.263
NCU09552T0	0.203
NCU09553T0	0.466
NCU09559T0	0.357
NCU09560T0	0.521
NCU09567T0	0.316
NCU09570T0	0.239
NCU09572T0	0.36
NCU09579T0	0.407
NCU09594T0	0.42
NCU09598T0	0.325
NCU09599T0	0.293
NCU09600T0	0.322
NCU09602T0	0.755
NCU09610T0	0.438
NCU09611T0	0.214
NCU09615T0	0.206
NCU09616T0	0.305
NCU09621T0	0.233
NCU09630T0	0.368
NCU09640T0	0.127
NCU09642T0	0.182
NCU09643T0	0.423
NCU09646T0	0.685
NCU09648T0	0.476
NCU09651T0	0.082
NCU09657T0	0.405
NCU09658T0	0.335
NCU09663T0	0.39
NCU09673T0	0.422
NCU09674T0	0.369
NCU09681T0	0.001
NCU09682T0	0.325
NCU09683T0	0.235
NCU09688T0	0.407
NCU09692T0	0.476
NCU09693T0	0.283
NCU09696T0	0.492
NCU09699T0	0.41
NCU09700T0	0.608
NCU09702T0	0.364
NCU09703T0	0.222
NCU09705T0	0.502
NCU09707T0	0.737
NCU09708T0	0.284
NCU09709T0	0.454
NCU09710T0	0.199
NCU09711T0	0.347
NCU09714T0	0.122
NCU09715T0	0.4
NCU09721T0	0.287
NCU09730T0	0.305
NCU09731T0	0.256
NCU09732T0	0.4
NCU09737T0	0.179
NCU09740T0	0.128
NCU09741T0	0.483
NCU09744T0	0.361
NCU09746T0	0.122
NCU09748T0	0.384
NCU09754T0	0.476
NCU09755T0	0.063
NCU09756T0	0.194
NCU09760T0	0.081
NCU09770T0	0.771
NCU09772T0	0.071
NCU09775T0	0.243
NCU09778T0	0.441
NCU09779T0	0.281
NCU09783T0	0.483
NCU09788T0	0.446
NCU09789T0	0.705
NCU09790T0	0.058
NCU09792T0	0.256
NCU09794T0	0.363
NCU09798T0	0.567
NCU09803T0	0.214
NCU09804T0	0.081
NCU09806T0	0.247
NCU09808T0	0.237
NCU09809T0	0.105
NCU09810T0	0.14
NCU09812T0	0.133
NCU09814T0	0.155
NCU09816T0	0.568
NCU09817T0	0.428
NCU09819T0	0.214
NCU09821T0	0.353
NCU09825T0	0.179
NCU09841T0	0.496
NCU09842T0	0.455
NCU09844T0	0.255
NCU09846T0	0.026
NCU09847T0	0.173
NCU09860T0	0.113
NCU09861T0	0.263
NCU09862T0	0.329
NCU09866T0	0.127
NCU09869T0	0.25
NCU09871T0	0.223
NCU09873T0	0.72
NCU09878T0	0.327
NCU09879T0	0.124
NCU09881T0	0.256
NCU09882T0	0.309
NCU09886T0	0.089
NCU09888T0	0.411
NCU09892T0	0.068
NCU09894T0	0.138
NCU09895T0	0.219
NCU09896T0	0.222
NCU09897T0	0.197
NCU09898T0	-0.023
NCU09900T0	0.156
NCU09901T0	0.299
NCU09903T0	0.567
NCU09904T0	0.384
NCU09906T0	0.301
NCU09910T0	0.258
NCU09911T0	0.487
NCU09915T0	0.192
NCU09922T0	0.142
NCU09930T0	0.283
NCU09931T0	0.717
NCU09959T0	0.224
NCU09972T0	0.133
NCU09975T0	0.148
NCU09980T0	0.195
NCU09982T0	0.213
NCU09995T0	0.601
NCU09999T0	0.249
NCU10007T0	0.773
NCU10008T0	0.666
NCU10012T0	0.39
NCU10017T0	0.101
NCU10018T0	0.189
NCU10020T0	0.558
NCU10021T0	0.623
NCU10029T0	0.629
NCU10036T0	0.239
NCU10042T0	0.745
NCU10043T0	0.184
NCU10044T0	0.216
NCU10046T0	0.23
NCU10051T0	0.153
NCU10053T0	0.268
NCU10058T0	0.338
NCU10059T0	0.137
NCU10061T0	0.427
NCU10066T0	0.41
NCU10067T0	0.436
NCU10073T0	0.107
NCU10143T0	0.147
NCU10226T0	0.387
NCU10237T0	0.031
NCU10273T0	0.583
NCU10282T0	0.152
NCU10292T0	0.33
NCU10311T0	0.378
NCU10346T0	0.094
NCU10352T0	0.277
NCU10360T0	0.309
NCU10397T0	0.178
NCU10400T0	0.271
NCU10467T0	0.197
NCU10468T0	0.489
NCU10476T0	0.115
NCU10477T0	0.465
NCU10483T0	-0.125
NCU10497T0	0.322
NCU10498T0	0.738
NCU10518T0	0.287
NCU10519T0	0.068
NCU10521T0	0.601
NCU10529T0	0.276
NCU10572T0	0.315
NCU10647T0	0.031
NCU10658T0	0.254
NCU10696T0	0.243
NCU10715T0	0.25
NCU10721T0	0.237
NCU10732T0	0.348
NCU10747T0	0.282
NCU10776T0	0.312
NCU10789T0	0.11
NCU10806T0	0.155
NCU10810T0	0.265
NCU10847T0	0.382
NCU10852T0	0.364
NCU10865T0	0.25
NCU10893T0	0.487
NCU10905T0	0.156
NCU10927T0	0.346
NCU11000T0	0.158
NCU11027T0	0.336
NCU11040T0	0.194
NCU11041T0	0.196
NCU11046T0	0.209
NCU11050T0	0.067
NCU11053T0	0.164
NCU11085T0	0.255
NCU11088T0	0.054
NCU11090T0	0.079
NCU11098T0	0.184
NCU11102T0	0.243
NCU11109T0	0.333
NCU11129T0	0.367
NCU11146T0	0.229
NCU11173T0	0.239
NCU11176T0	0.071
NCU11180T0	0.239
NCU11181T0	0.459
NCU11185T0	0.106
NCU11186T0	0.244
NCU11187T0	0.159
NCU11195T0	0.293
NCU11196T0	0.231
NCU11201T0	0.09
NCU11215T0	0.172
NCU11222T0	0.286
NCU11228T0	0.11
NCU11234T0	0.109
NCU11237T0	0.481
NCU11245T0	0.225
NCU11246T0	0.177
NCU11248T0	0.189
NCU11249T0	0.1
NCU11251T0	0.094
NCU11263T0	0.114
NCU11264T0	0.134
NCU11279T0	0.198
NCU11282T0	0.233
NCU11287T0	0.091
NCU11288T0	0.532
NCU11291T0	0.285
NCU11292T0	0.125
NCU11295T0	-0.011
NCU11323T0	0.211
NCU11324T0	0.148
NCU11325T0	0.236
NCU11338T0	0.352
NCU11341T0	0.142
NCU11345T0	0.368
NCU11348T0	0.425
NCU11353T0	0.341
NCU11356T0	0.007
NCU11357T0	0.351
NCU11358T0	0.256
NCU11359T0	0.235
NCU11365T0	0.351
NCU11369T0	0.364
NCU11369T1	0.358
NCU11370T0	0.214
NCU11371T0	0.114
NCU11372T1	0.073
NCU11381T0	0.515
NCU11395T0	0.585
NCU11406T0	0.112
NCU11415T0	0.208
NCU11424T0	0.258
NCU11426T0	0.173
NCU11427T0	0.113
NCU11446T0	0.57
NCU11452T0	0.229
NCU11461T0	0.235
NCU11477T0	0.241
NCU11484T0	0.101
NCU11487T0	0.195
NCU11501T0	0.265
NCU11502T0	0.235
NCU11506T0	0.105
NCU11507T0	-0.005
NCU11543T0	0.208
NCU11552T0	0.675
NCU11572T0	0.111
NCU11580T0	0.046
NCU11598T0	0.21
NCU11611T0	0.18
NCU11616T0	0.194
NCU11687T0	0.442
NCU11699T0	0.795
NCU11708T0	0.201
NCU11710T0	-0.029
NCU11714T0	0.116
NCU11720T0	0.232
NCU11744T0	0.215
NCU11745T0	0.707
NCU11753T0	0.386
NCU11756T0	0.239
NCU11775T0	0.299
NCU11789T0	0.194
NCU11807T0	0.069
NCU11821T0	0.117
NCU11825T0	0.304
NCU11826T0	0.081
NCU11833T0	0.14
NCU11834T0	0.177
NCU11843T0	-0.178
NCU11844T0	0.185
NCU11850T0	0.104
NCU11859T0	0.306
NCU11889T0	0.042
NCU11908T0	0.273
NCU11913T1	0.313
NCU11928T0	0.249
NCU11989T0	0.242
NCU12004T0	0.147
NCU12023T0	0.395
NCU12024T0	-0.048
NCU12041T0	0.46
NCU12042T0	0.286
NCU12046T0	0.399
NCU12050T0	0.192
NCU12064T0	0.161
NCU12071T0	0.206
NCU12074T0	0.299
NCU12084T0	0.201
NCU12100T0	0.21
NCU12102T0	0.122
NCU12108T0	0.19
NCU12109T0	0.162
NCU12111T0	0.148
NCU12114T0	0.16
NCU12120T0	0.176
NCU12126T0	0.197
NCU12152T0	0.208
NCU12158T0	0.397
NCU00003T0	0.096
NCU00007T0	0.021
NCU00008T0	0.384
NCU00009T0	0.199
NCU00010T0	0.168
NCU00011T0	0.1
NCU00013T0	0.258
NCU00017T0	0.072
NCU00018T1	0.531
NCU00019T0	0.138
NCU00022T0	0.058
NCU00023T0	0.263
NCU00025T0	0.379
NCU00026T0	0.103
NCU00027T0	0.167
NCU00029T0	0.165
NCU00031T0	0.51
NCU00033T0	0.324
NCU00034T0	0.238
NCU00034T1	0.248
NCU00035T0	0.233
NCU00038T0	0.308
NCU00039T0	0.283
NCU00041T0	0.178
NCU00047T0	0.082
NCU00048T0	0.16
NCU00052T0	0.208
NCU00054T0	0.096
NCU00055T0	0.22
NCU00056T0	0.239
NCU00060T0	0.154
NCU00061T0	0.201
NCU00066T0	0.234
NCU00067T0	0.432
NCU00069T0	-0.028
NCU00071T0	0.076
NCU00073T0	0.124
NCU00074T0	0.266
NCU00075T0	0.465
NCU00076T0	0.228
NCU00079T0	0.315
NCU00081T0	0.193
NCU00082T0	0.051
NCU00083T0	0.15
NCU00084T0	0.083
NCU00085T0	0.051
NCU00086T0	0.246
NCU00091T0	0.15
NCU00092T0	0.387
NCU00093T0	0.153
NCU00096T0	0.076
NCU00097T0	0.237
NCU00099T0	0.108
NCU00100T0	0.067
NCU00105T0	0.518
NCU00108T0	0.201
NCU00110T0	0.14
NCU00111T0	0.235
NCU00115T0	0.267
NCU00116T1	0.238
NCU00116T2	0.238
NCU00118T0	0.239
NCU00119T0	0.137
NCU00120T0	0.109
NCU00121T0	0.238
NCU00123T0	0.111
NCU00125T0	0.058
NCU00126T0	0.052
NCU00128T0	-0.006
NCU00129T0	0.364
NCU00130T0	0.622
NCU00136T0	0.281
NCU00137T1	0.438
NCU00138T0	0.1
NCU00142T0	0.222
NCU00143T0	-0.063
NCU00144T0	0.044
NCU00145T0	0.343
NCU00146T0	0.247
NCU00148T0	0.238
NCU00149T0	0.371
NCU00150T1	0.351
NCU00159T0	0.128
NCU00163T0	0.237
NCU00164T0	0.237
NCU00166T0	0.141
NCU00167T0	0.062
NCU00175T0	0.387
NCU00176T0	0.081
NCU00179T0	-0.022
NCU00180T0	-0.018
NCU00181T0	0.381
NCU00185T0	0.128
NCU00186T0	0.082
NCU00187T0	0.286
NCU00189T0	0.091
NCU00192T0	0.13
NCU00195T0	0.485
NCU00197T0	-0.029
NCU00198T0	0.581
NCU00201T0	0.072
NCU00204T0	0.252
NCU00205T0	0.119
NCU00206T0	0.523
NCU00207T0	0.188
NCU00208T0	0.065
NCU00218T0	0.048
NCU00221T0	0.048
NCU00224T0	0.056
NCU00229T0	-0.074
NCU00230T0	0.176
NCU00231T0	0.136
NCU00233T0	0.271
NCU00234T0	0.029
NCU00238T0	0.083
NCU00244T0	0.267
NCU00245T0	0.034
NCU00246T0	0.003
NCU00247T0	0.177
NCU00248T0	0.065
NCU00249T0	0.255
NCU00250T0	0.412
NCU00251T0	0.305
NCU00252T0	0.124
NCU00253T0	0.187
NCU00254T0	-0.444
NCU00255T0	0.005
NCU00256T0	0.031
NCU00259T0	0.258
NCU00262T0	0.044
NCU00264T0	0.304
NCU00265T0	0.742
NCU00267T0	0.286
NCU00268T0	0.029
NCU00270T0	0.298
NCU00271T0	-0.041
NCU00275T0	0.075
NCU00276T0	0.228
NCU00279T0	0.192
NCU00281T0	0.24
NCU00282T0	0.248
NCU00283T0	0.264
NCU00284T0	0.143
NCU00285T0	0.271
NCU00288T0	0.191
NCU00290T0	0.19
NCU00292T0	0.257
NCU00296T0	0.095
NCU00297T0	0.179
NCU00298T0	0.163
NCU00301T0	0.42
NCU00305T0	0.256
NCU00306T0	0.409
NCU00307T0	0.146
NCU00308T0	0.101
NCU00309T0	0.434
NCU00310T0	0.208
NCU00312T0	0.121
NCU00313T0	0.237
NCU00314T0	0.114
NCU00317T0	0.207
NCU00318T0	0.144
NCU00319T0	0.031
NCU00321T0	0.202
NCU00322T0	0.476
NCU00324T0	0.194
NCU00327T0	0.063
NCU00330T0	0.071
NCU00331T0	0.138
NCU00332T0	0.119
NCU00333T0	0.272
NCU00337T0	0.386
NCU00338T0	0.221
NCU00339T0	0.275
NCU00343T0	0.194
NCU00344T0	0.119
NCU00345T0	0.158
NCU00351T0	0.184
NCU00353T0	0.047
NCU00354T0	0.332
NCU00356T0	0.32
NCU00357T0	0.093
NCU00361T0	0.248
NCU00362T0	0.107
NCU00363T0	0.004
NCU00367T0	0.168
NCU00368T0	0.12
NCU00370T0	0.346
NCU00370T1	0.388
NCU00373T0	0.305
NCU00375T0	0.152
NCU00377T0	0.188
NCU00380T0	0.058
NCU00382T0	0.247
NCU00384T0	0.132
NCU00386T0	-0.051
NCU00387T0	0.112
NCU00391T0	0.227
NCU00401T0	0.134
NCU00403T0	0.077
NCU00404T0	0.371
NCU00407T0	-0.009
NCU00408T0	-0.081
NCU00412T0	0.214
NCU00416T0	0.1
NCU00419T0	0.352
NCU00422T1	0.621
NCU00423T0	0.063
NCU00425T0	0.5
NCU00428T0	0.179
NCU00437T0	0.058
NCU00438T0	0.171
NCU00439T0	0.144
NCU00441T0	0.175
NCU00442T0	0.088
NCU00445T0	0.171
NCU00447T0	0.435
NCU00448T0	0.149
NCU00449T0	0.24
NCU00453T0	0.107
NCU00462T0	0.08
NCU00468T0	0.349
NCU00471T0	0.061
NCU00473T0	0.184
NCU00474T0	0.166
NCU00478T0	0.097
NCU00485T0	-0.134
NCU00491T0	0.052
NCU00492T0	0.122
NCU00496T0	0.052
NCU00499T0	0.342
NCU00500T0	0.123
NCU00501T0	0.306
NCU00503T0	0.138
NCU00504T0	0.183
NCU00506T0	0.073
NCU00509T0	0.048
NCU00510T0	0.027
NCU00512T0	0.213
NCU00516T0	-0.131
NCU00517T0	0.061
NCU00524T0	0.188
NCU00525T0	0.185
NCU00526T0	0.193
NCU00529T0	0.16
NCU00530T0	0.034
NCU00531T0	0.233
NCU00532T0	0.132
NCU00533T0	0.154
NCU00534T0	0.257
NCU00535T0	0.22
NCU00541T1	0.277
NCU00542T0	0.405
NCU00543T0	0.027
NCU00545T0	0.102
NCU00547T0	0.194
NCU00548T0	0.155
NCU00557T0	0.146
NCU00558T0	0.099
NCU00559T0	0.157
NCU00561T0	0.116
NCU00563T0	0.331
NCU00566T0	0.374
NCU00568T0	0.217
NCU00569T0	0.126
NCU00572T0	0.151
NCU00574T0	0.149
NCU00583T0	0.013
NCU00589T0	0.256
NCU00592T0	0.123
NCU00594T0	0.163
NCU00598T1	0.182
NCU00600T0	0.252
NCU00603T0	0.143
NCU00606T0	0.474
NCU00607T0	0.512
NCU00608T0	0.204
NCU00616T0	0.071
NCU00620T0	0.228
NCU00623T0	0.162
NCU00630T0	0.239
NCU00632T0	0.089
NCU00638T0	0.115
NCU00640T0	-0.041
NCU00641T0	0.312
NCU00642T0	0.229
NCU00645T0	0.157
NCU00646T0	-0.024
NCU00648T0	0.228
NCU00651T0	0.058
NCU00652T0	0.194
NCU00653T0	0.101
NCU00657T0	0.185
NCU00662T0	0.128
NCU00663T0	-0.001
NCU00664T0	0.149
NCU00666T0	0.315
NCU00667T0	0.355
NCU00674T0	0.031
NCU00677T0	0.301
NCU00679T0	0.136
NCU00684T1	0.041
NCU00685T1	0.543
NCU00688T0	-0.005
NCU00689T0	0.214
NCU00691T0	0.243
NCU00697T0	0.079
NCU00698T0	0.231
NCU00699T0	0.149
NCU00700T0	0.195
NCU00701T0	0.506
NCU00704T0	0.18
NCU00705T0	0.142
NCU00708T0	0.078
NCU00709T0	0.229
NCU00710T0	0.438
NCU00711T0	0.179
NCU00717T0	0.172
NCU00718T0	0.031
NCU00719T0	0.333
NCU00721T0	0.292
NCU00723T0	0.169
NCU00724T0	0.099
NCU00728T0	0.141
NCU00729T0	0.397
NCU00730T0	0.067
NCU00733T0	0.287
NCU00734T0	0.251
NCU00735T0	0.119
NCU00736T0	0.183
NCU00739T0	0.322
NCU00740T0	0.092
NCU00745T0	0.329
NCU00746T0	0.191
NCU00747T0	0.062
NCU00748T0	0.054
NCU00749T0	0.151
NCU00751T0	0.144
NCU00752T0	0.382
NCU00753T0	0.465
NCU00754T0	0.386
NCU00755T0	0.134
NCU00756T0	0.21
NCU00757T0	0.354
NCU00758T0	0.429
NCU00759T0	0.168
NCU00760T0	0.061
NCU00761T0	0.16
NCU00762T0	0.552
NCU00763T0	0.03
NCU00764T0	0.443
NCU00765T0	0.145
NCU00773T0	0.234
NCU00774T0	0.02
NCU00776T0	0.236
NCU00777T0	0.618
NCU00778T0	0.243
NCU00779T0	-0.007
NCU00780T0	0.291
NCU00781T0	0.426
NCU00782T0	0.353
NCU00783T0	0.159
NCU00786T0	0.199
NCU00787T0	0.329
NCU00788T0	0.096
NCU00790T0	0.165
NCU00795T0	0.138
NCU00796T0	0.204
NCU00797T0	0.229
NCU00798T0	0.116
NCU00800T0	0.086
NCU00801T0	0.557
NCU00802T0	0.339
NCU00803T0	0.211
NCU00803T1	0.21
NCU00804T0	0.116
NCU00806T0	0.258
NCU00807T0	0.062
NCU00808T0	0.066
NCU00809T0	0.276
NCU00811T0	0.736
NCU00812T0	0.328
NCU00817T0	0.082
NCU00818T0	0.068
NCU00819T0	0.023
NCU00821T0	0.562
NCU00822T0	0.16
NCU00825T0	0.134
NCU00826T0	0.209
NCU00827T0	0.199
NCU00828T0	0.165
NCU00832T0	0.211
NCU00834T0	0.039
NCU00835T0	0.113
NCU00836T0	0.525
NCU00837T0	0.32
NCU00839T0	0.283
NCU00840T0	0.05
NCU00841T0	0.184
NCU00842T0	0.202
NCU00844T0	0.125
NCU00845T0	0.116
NCU00846T0	0.079
NCU00848T0	0.522
NCU00849T0	0.13
NCU00850T0	0.355
NCU00851T0	-0.41
NCU00852T0	0.305
NCU00853T0	0.251
NCU00854T0	0.149
NCU00855T0	0.423
NCU00857T0	0.179
NCU00859T0	0.314
NCU00861T0	0.174
NCU00862T0	0.143
NCU00866T0	0.091
NCU00869T0	0.145
NCU00870T0	0.223
NCU00871T0	0.189
NCU00872T0	0.241
NCU00874T0	0.079
NCU00875T0	0.071
NCU00876T0	0.209
NCU00878T0	0.318
NCU00881T0	0.353
NCU00883T0	0.096
NCU00885T0	0.158
NCU00886T0	0.163
NCU00887T0	0.199
NCU00889T0	0.078
NCU00897T0	0.151
NCU00899T0	0.224
NCU00901T0	0.191
NCU00906T0	0.286
NCU00907T0	0.094
NCU00911T0	0.221
NCU00912T0	-0.037
NCU00917T0	0.113
NCU00919T0	0.349
NCU00921T0	0.148
NCU00922T0	0.151
NCU00923T0	0.183
NCU00924T0	0.23
NCU00926T0	0.077
NCU00927T0	0.123
NCU00929T0	0.087
NCU00931T0	0.342
NCU00932T0	0.14
NCU00934T0	0.082
NCU00937T0	0.234
NCU00940T0	0.121
NCU00941T0	0.025
NCU00943T0	0.319
NCU00945T0	0.107
NCU00946T0	0.152
NCU00947T0	0.212
NCU00948T0	-0.021
NCU00949T0	0.081
NCU00952T0	0.585
NCU00955T0	0.189
NCU00959T1	0.479
NCU00960T0	0.259
NCU00961T0	-0.072
NCU00962T0	0.105
NCU00970T0	0.277
NCU00972T0	0.22
NCU00973T0	0.143
NCU00975T0	0.285
NCU00976T0	0.145
NCU00978T0	0.109
NCU00981T0	0.521
NCU00983T0	0.351
NCU00986T0	0.103
NCU00987T0	0.184
NCU00988T0	0.399
NCU00989T0	0.039
NCU00990T0	0.147
NCU00992T0	0.092
NCU00993T0	0.182
NCU00994T0	0.159
NCU00995T0	0.068
NCU01000T0	0.21
NCU01000T1	0.202
NCU01001T0	0.595
NCU01003T0	0.031
NCU01005T0	0.079
NCU01008T0	0.381
NCU01009T0	0.032
NCU01011T0	0.256
NCU01012T0	0.123
NCU01014T0	0.133
NCU01015T0	0.223
NCU01017T0	0.072
NCU01022T0	0.338
NCU01025T0	0.105
NCU01026T0	0.187
NCU01027T0	0.189
NCU01032T0	0.006
NCU01033T0	0.101
NCU01034T0	-0.025
NCU01036T0	0.291
NCU01038T0	0.142
NCU01039T0	0.041
NCU01041T0	0.136
NCU01042T0	0.177
NCU01043T0	0.054
NCU01044T0	0.172
NCU01045T0	0.599
NCU01045T1	0.274
NCU01048T0	0.101
NCU01049T0	0.155
NCU01050T0	0.432
NCU01051T0	0.16
NCU01052T0	0.453
NCU01054T0	0.113
NCU01055T0	0.103
NCU01056T0	0.044
NCU01057T1	0.482
NCU01058T0	0.112
NCU01059T0	0.229
NCU01060T0	0.116
NCU01061T0	0.211
NCU01063T0	0.333
NCU01065T0	0.481
NCU01066T0	0.404
NCU01070T0	0.134
NCU01071T0	0.231
NCU01073T0	0.248
NCU01074T0	0.043
NCU01075T0	0.065
NCU01076T0	0.235
NCU01077T0	0.215
NCU01078T0	0.107
NCU01079T0	0.244
NCU01081T0	0.124
NCU01082T0	-0.023
NCU01085T0	0.059
NCU01086T0	0.44
NCU01087T0	0.191
NCU01088T0	0.206
NCU01089T0	0.308
NCU01090T0	0.09
NCU01091T0	0.102
NCU01092T0	0.242
NCU01093T0	0.232
NCU01094T0	0.455
NCU01095T0	0.21
NCU01096T0	0.104
NCU01098T0	0.188
NCU01103T0	0.215
NCU01105T0	0.142
NCU01106T0	0.273
NCU01109T0	0.186
NCU01111T0	0.086
NCU01112T0	0.107
NCU01116T0	0.256
NCU01120T0	0.072
NCU01122T0	0.173
NCU01123T0	0.226
NCU01124T0	0.07
NCU01127T0	0.287
NCU01132T0	0.337
NCU01134T0	0.289
NCU01135T0	0.169
NCU01136T0	0.203
NCU01138T0	0.24
NCU01141T0	0.262
NCU01142T1	0.348
NCU01145T1	0.544
NCU01147T0	0.086
NCU01148T0	0.176
NCU01149T0	0.147
NCU01151T0	0.12
NCU01153T0	0.116
NCU01154T0	0.042
NCU01156T0	0.08
NCU01158T0	0.062
NCU01159T0	0.082
NCU01162T0	0.422
NCU01173T0	0.307
NCU01174T0	0.16
NCU01180T0	0.118
NCU01182T0	0.367
NCU01186T0	0.121
NCU01187T0	0.194
NCU01188T0	0.3
NCU01196T0	0.221
NCU01199T0	0.383
NCU01200T0	0.633
NCU01202T0	0.262
NCU01203T0	0.178
NCU01206T0	0.114
NCU01208T0	0.04
NCU01209T0	0.081
NCU01210T0	0.285
NCU01214T0	0.04
NCU01223T0	-0.01
NCU01230T0	0.267
NCU01231T0	0.264
NCU01236T0	0
NCU01242T0	0.172
NCU01243T0	0.169
NCU01245T0	0.184
NCU01246T0	0.152
NCU01248T0	0.174
NCU01250T0	0.231
NCU01252T0	0.204
NCU01253T0	0.072
NCU01254T0	0.29
NCU01257T0	0.501
NCU01258T1	0.335
NCU01260T0	0.108
NCU01261T0	0.043
NCU01262T0	0.217
NCU01266T0	0.118
NCU01269T0	0.027
NCU01270T0	0.114
NCU01271T0	0.454
NCU01273T0	0.169
NCU01274T0	-0.02
NCU01278T1	0.124
NCU01279T0	0.251
NCU01281T0	-0.012
NCU01289T0	0.156
NCU01292T0	0.194
NCU01296T1	0.079
NCU01298T0	0.289
NCU01299T0	0.156
NCU01301T0	0.332
NCU01306T0	0.138
NCU01308T0	0.089
NCU01309T0	0.141
NCU01311T0	-0.004
NCU01312T0	0.16
NCU01313T0	0.071
NCU01314T0	-0.124
NCU01315T0	0.049
NCU01320T1	0.449
NCU01321T0	0.207
NCU01324T0	0.345
NCU01325T0	0.119
